section,chn_title,en_title,country,year,length,count,price,screen_time,screen_location
西奥·安哲罗普洛斯作品回顾 ,鹳鸟踟蹰,The Suspended Step of the Stork,法国/意大利/希腊/瑞士,1991,142,5,80,2022-08-13 15:30:00,百老汇电影中心（万国城店）1号厅
西奥·安哲罗普洛斯作品回顾 ,鹳鸟踟蹰,The Suspended Step of the Stork,法国/意大利/希腊/瑞士,1991,142,5,80,2022-08-14 18:00:00,中间影院剧场厅
西奥·安哲罗普洛斯作品回顾 ,鹳鸟踟蹰,The Suspended Step of the Stork,法国/意大利/希腊/瑞士,1991,142,5,80,2022-08-15 19:00:00,红剧场1厅
西奥·安哲罗普洛斯作品回顾 ,鹳鸟踟蹰,The Suspended Step of the Stork,法国/意大利/希腊/瑞士,1991,142,5,80,2022-08-18 10:00:00,中国电影资料馆艺术影院1号厅
西奥·安哲罗普洛斯作品回顾 ,鹳鸟踟蹰,The Suspended Step of the Stork,法国/意大利/希腊/瑞士,1991,142,5,80,2022-08-02 20:15:00,天幕新彩云国际影城（巨幕店）巨幕厅
西奥·安哲罗普洛斯作品回顾 ,尤里西斯的凝视,Ulysses' Gaze,希腊/法国/意大利/德国/英国/南斯拉夫/罗马尼亚/阿尔巴尼亚/波黑,1995,177,5,100,2022-08-13 14:00:00,中间影院剧场厅
西奥·安哲罗普洛斯作品回顾 ,尤里西斯的凝视,Ulysses' Gaze,希腊/法国/意大利/德国/英国/南斯拉夫/罗马尼亚/阿尔巴尼亚/波黑,1995,177,5,100,2022-08-14 10:00:00,中国电影资料馆艺术影院1号厅
西奥·安哲罗普洛斯作品回顾 ,尤里西斯的凝视,Ulysses' Gaze,希腊/法国/意大利/德国/英国/南斯拉夫/罗马尼亚/阿尔巴尼亚/波黑,1995,177,5,100,2022-08-16 19:00:00,红剧场1厅
西奥·安哲罗普洛斯作品回顾 ,尤里西斯的凝视,Ulysses' Gaze,希腊/法国/意大利/德国/英国/南斯拉夫/罗马尼亚/阿尔巴尼亚/波黑,1995,177,5,100,2022-08-17 15:20:00,百老汇电影中心（万国城店）1号厅
西奥·安哲罗普洛斯作品回顾 ,尤里西斯的凝视,Ulysses' Gaze,希腊/法国/意大利/德国/英国/南斯拉夫/罗马尼亚/阿尔巴尼亚/波黑,1995,177,5,100,2022-08-02 15:00:00,天幕新彩云国际影城（巨幕店）巨幕厅
西奥·安哲罗普洛斯作品回顾 ,永恒和一日,Eternity and a Day,法国/意大利/希腊/德国,1998,133,5,80,2022-08-12 18:30:00,中国电影资料馆艺术影院1号厅
西奥·安哲罗普洛斯作品回顾 ,永恒和一日,Eternity and a Day,法国/意大利/希腊/德国,1998,133,5,80,2022-08-14 15:30:00,百老汇电影中心（万国城店）1号厅
西奥·安哲罗普洛斯作品回顾 ,永恒和一日,Eternity and a Day,法国/意大利/希腊/德国,1998,133,5,80,2022-08-17 19:00:00,红剧场1厅
西奥·安哲罗普洛斯作品回顾 ,永恒和一日,Eternity and a Day,法国/意大利/希腊/德国,1998,133,5,80,2022-08-02 12:00:00,天幕新彩云国际影城（巨幕店）巨幕厅
西奥·安哲罗普洛斯作品回顾 ,永恒和一日,Eternity and a Day,法国/意大利/希腊/德国,1998,133,5,80,2022-08-21 18:00:00,中间影院剧场厅
西奥·安哲罗普洛斯作品回顾 ,哭泣的草原,Trilogy：The Weeping Meadow,希腊/法国/意大利/德国,2004,169,5,100,2022-08-13 17:30:00,中间影院剧场厅
西奥·安哲罗普洛斯作品回顾 ,哭泣的草原,Trilogy：The Weeping Meadow,希腊/法国/意大利/德国,2004,169,5,100,2022-08-15 19:30:00,天幕新彩云国际影城（巨幕店）巨幕厅
西奥·安哲罗普洛斯作品回顾 ,哭泣的草原,Trilogy：The Weeping Meadow,希腊/法国/意大利/德国,2004,169,5,100,2022-08-16 15:00:00,百老汇电影中心（万国城店）1号厅
西奥·安哲罗普洛斯作品回顾 ,哭泣的草原,Trilogy：The Weeping Meadow,希腊/法国/意大利/德国,2004,169,5,100,2022-08-19 14:00:00,中国电影资料馆艺术影院1号厅
西奥·安哲罗普洛斯作品回顾 ,哭泣的草原,Trilogy：The Weeping Meadow,希腊/法国/意大利/德国,2004,169,5,100,2022-08-02 19:00:00,红剧场1厅
西奥·安哲罗普洛斯作品回顾 ,时光之尘 4K,The Dust of Time,希腊/意大利/德国/法国,2008,127,5,80,2022-08-13 13:00:00,百老汇电影中心（万国城店）1号厅
西奥·安哲罗普洛斯作品回顾 ,时光之尘 4K,The Dust of Time,希腊/意大利/德国/法国,2008,127,5,80,2022-08-16 18:30:00,北京剧院大剧场激光4K厅
西奥·安哲罗普洛斯作品回顾 ,时光之尘 4K,The Dust of Time,希腊/意大利/德国/法国,2008,127,5,80,2022-08-18 13:15:00,中国电影资料馆艺术影院1号厅
西奥·安哲罗普洛斯作品回顾 ,时光之尘 4K,The Dust of Time,希腊/意大利/德国/法国,2008,127,5,80,2022-08-02 10:00:00,中国电影资料馆艺术影院1号厅
西奥·安哲罗普洛斯作品回顾 ,时光之尘 4K,The Dust of Time,希腊/意大利/德国/法国,2008,127,5,80,2022-08-21 20:30:00,红剧场1厅
镜  界,不要再见啊，鱼花塘,Virgin Blue,中国,2021,101,1,60,2022-08-19 18:30:00,中国电影资料馆艺术影院1号厅
镜  界,寸步不离的兄弟,Brother in Every Inch,俄罗斯,2022,80,5,70,2022-08-13 15:00:00,UME影城（华星IMAX店）2号IMAX厅
镜  界,寸步不离的兄弟,Brother in Every Inch,俄罗斯,2022,80,5,70,2022-08-15 15:00:00,天幕新彩云国际影城（巨幕店）巨幕厅
镜  界,寸步不离的兄弟,Brother in Every Inch,俄罗斯,2022,80,5,70,2022-08-17 18:30:00,英嘉国际影城（金源NEW CINITY店）4号厅
镜  界,寸步不离的兄弟,Brother in Every Inch,俄罗斯,2022,80,5,70,2022-08-02 13:00:00,北京地质礼堂一号厅
镜  界,寸步不离的兄弟,Brother in Every Inch,俄罗斯,2022,80,5,70,2022-08-21 13:00:00,卢米埃影城（长楹天街IMAX店）三号厅
镜  界,伟大的仪式,The Great Movement,玻利维亚/卡塔尔/法国/瑞士/英国,2021.0,84,5,70,2022-08-13 18:30:00,深影国际影城（学院南路店）1号厅
镜  界,伟大的仪式,The Great Movement,玻利维亚/卡塔尔/法国/瑞士/英国,2021.0,84,5,70,2022-08-14 21:00:00,卢米埃影城（长楹天街IMAX店）三号厅
镜  界,伟大的仪式,The Great Movement,玻利维亚/卡塔尔/法国/瑞士/英国,2021.0,84,5,70,2022-08-15 18:30:00,英嘉国际影城（金源NEW CINITY店）4号厅
镜  界,伟大的仪式,The Great Movement,玻利维亚/卡塔尔/法国/瑞士/英国,2021.0,84,5,70,2022-08-18 20:50:00,北京地质礼堂一号厅
镜  界,伟大的仪式,The Great Movement,玻利维亚/卡塔尔/法国/瑞士/英国,2021.0,84,5,70,2022-08-19 20:40:00,北京剧院大剧场激光4K厅
镜  界,岛屿上的煎熬 4K,Pacifiction,法国/西班牙/德国/葡萄牙,2022.0,164,5,80,2022-08-13 14:30:00,英嘉国际影城（金源NEW CINITY店）4号厅
镜  界,岛屿上的煎熬 4K,Pacifiction,法国/西班牙/德国/葡萄牙,2022.0,164,5,80,2022-08-14 15:00:00,深影国际影城（学院南路店）1号厅
镜  界,岛屿上的煎熬 4K,Pacifiction,法国/西班牙/德国/葡萄牙,2022.0,164,5,80,2022-08-17 15:30:00,中国电影资料馆艺术影院1号厅
镜  界,岛屿上的煎熬 4K,Pacifiction,法国/西班牙/德国/葡萄牙,2022.0,164,5,80,2022-08-18 15:00:00,深影国际影城（学院南路店）1号厅
镜  界,岛屿上的煎熬 4K,Pacifiction,法国/西班牙/德国/葡萄牙,2022.0,164,5,80,2022-08-02 14:30:00,万达影城（CBD万达广场店）9号PRIME厅
镜  界,旋涡,Vortex,法国,2021.0,142,5,80,2022-08-14 12:30:00,英嘉国际影城（金源NEW CINITY店）4号厅
镜  界,旋涡,Vortex,法国,2021.0,142,5,80,2022-08-14 20:40:00,北京地质礼堂一号厅
镜  界,旋涡,Vortex,法国,2021.0,142,5,80,2022-08-19 15:00:00,英嘉国际影城（金源NEW CINITY店）4号厅
镜  界,旋涡,Vortex,法国,2021.0,142,5,80,2022-08-02 20:45:00,中国电影资料馆艺术影院1号厅
镜  界,旋涡,Vortex,法国,2021.0,142,5,80,2022-08-21 15:30:00,卢米埃影城（长楹天街IMAX店）三号厅
女性之声,晨光正好,One Fine Morning,法国,2022,112,5,80,2022-08-13 18:00:00,中国电影资料馆艺术影院1号厅
女性之声,晨光正好,One Fine Morning,法国,2022,112,5,80,2022-08-15 18:30:00,北京剧院大剧场激光4K厅
女性之声,晨光正好,One Fine Morning,法国,2022,112,5,80,2022-08-17 15:00:00,天幕新彩云国际影城（巨幕店）巨幕厅
女性之声,晨光正好,One Fine Morning,法国,2022,112,5,80,2022-08-02 18:00:00,英嘉国际影城（金源NEW CINITY店）4号厅
女性之声,晨光正好,One Fine Morning,法国,2022,112,5,80,2022-08-21 15:30:00,北京地质礼堂一号厅
女性之声,过去，如今和之后,"Before, Now & Then",印度尼西亚,2022,103,5,70,2022-08-16 18:30:00,英嘉国际影城（金源NEW CINITY店）4号厅
女性之声,过去，如今和之后,"Before, Now & Then",印度尼西亚,2022,103,5,70,2022-08-17 15:00:00,北京地质礼堂一号厅
女性之声,过去，如今和之后,"Before, Now & Then",印度尼西亚,2022,103,5,70,2022-08-18 20:30:00,英嘉国际影城（金源NEW CINITY店）4号厅
女性之声,过去，如今和之后,"Before, Now & Then",印度尼西亚,2022,103,5,70,2022-08-19 18:30:00,卢米埃影城（长楹天街IMAX店）三号厅
女性之声,过去，如今和之后,"Before, Now & Then",印度尼西亚,2022,103,5,70,2022-08-21 20:30:00,百老汇电影中心（万国城店）1号厅
女性之声,五恶魔,The Five Devils,法国,2022,95,5,70,2022-08-13 13:00:00,天幕新彩云国际影城（巨幕店）巨幕厅
女性之声,五恶魔,The Five Devils,法国,2022,95,5,70,2022-08-14 18:30:00,深影国际影城（学院南路店）1号厅
女性之声,五恶魔,The Five Devils,法国,2022,95,5,70,2022-08-19 16:00:00,万达影城（CBD万达广场店）9号PRIME厅
女性之声,五恶魔,The Five Devils,法国,2022,95,5,70,2022-08-19 18:30:00,深影国际影城（学院南路店）1号厅
女性之声,五恶魔,The Five Devils,法国,2022,95,5,70,2022-08-02 13:00:00,卢米埃影城（长楹天街IMAX店）三号厅
女性之声,致敬,Hommage,韩国,2022,108,5,70,2022-08-18 18:30:00,卢米埃影城（长楹天街IMAX店）三号厅
女性之声,致敬,Hommage,韩国,2022,108,5,70,2022-08-19 15:00:00,北京地质礼堂一号厅
女性之声,致敬,Hommage,韩国,2022,108,5,70,2022-08-02 15:30:00,英嘉国际影城（金源NEW CINITY店）4号厅
女性之声,致敬,Hommage,韩国,2022,108,5,70,2022-08-02 19:40:00,万达影城（CBD万达广场店）9号PRIME厅
女性之声,致敬,Hommage,韩国,2022,108,5,70,2022-08-21 13:00:00,天幕新彩云国际影城（巨幕店）巨幕厅
女性之声,追光万里,In Pursuit of Light,中国,2022,86,1,60,2022-08-18 18:30:00,百老汇电影中心（万国城店）1号厅
女性之声,竹蜻蜓,Bamboo Dragonfly,中国,2022,87,1,40,2022-08-18 18:30:00,中国电影资料馆艺术影院2号厅
缤纷动画,平家物语：犬王,INU-OH,日本,2021.0,97,5,80,2022-08-13 18:30:00,英嘉国际影城（金源NEW CINITY店）4号厅
缤纷动画,平家物语：犬王,INU-OH,日本,2021.0,97,5,80,2022-08-14 18:30:00,北京地质礼堂一号厅
缤纷动画,平家物语：犬王,INU-OH,日本,2021.0,97,5,80,2022-08-17 19:00:00,中国电影资料馆艺术影院1号厅
缤纷动画,平家物语：犬王,INU-OH,日本,2021.0,97,5,80,2022-08-19 18:30:00,北京剧院大剧场激光4K厅
缤纷动画,平家物语：犬王,INU-OH,日本,2021.0,97,5,80,2022-08-21 21:00:00,天幕新彩云国际影城（巨幕店）巨幕厅
缤纷动画,万千北方 4K,Dozens of Norths,日本/法国,2021.0,64,5,60,2022-08-14 18:30:00,寰映影城（合生汇店）7号厅
缤纷动画,万千北方 4K,Dozens of Norths,日本/法国,2021.0,64,5,60,2022-08-18 16:10:00,中国电影资料馆艺术影院1号厅
缤纷动画,万千北方 4K,Dozens of Norths,日本/法国,2021.0,64,5,60,2022-08-19 18:30:00,英嘉国际影城（金源NEW CINITY店）4号厅
缤纷动画,万千北方 4K,Dozens of Norths,日本/法国,2021.0,64,5,60,2022-08-02 18:00:00,万达影城（CBD万达广场店）9号PRIME厅
缤纷动画,万千北方 4K,Dozens of Norths,日本/法国,2021.0,64,5,60,2022-08-21 21:00:00,卢米埃影城（长楹天街IMAX店）三号厅
缤纷动画,森林奇旅,Perlimps,巴西,2022.0,81,5,70,2022-08-13 13:00:00,北京剧院大剧场激光4K厅
缤纷动画,森林奇旅,Perlimps,巴西,2022.0,81,5,70,2022-08-14 18:30:00,英嘉国际影城（金源NEW CINITY店）4号厅
缤纷动画,森林奇旅,Perlimps,巴西,2022.0,81,5,70,2022-08-15 18:30:00,深影国际影城（学院南路店）1号厅
缤纷动画,森林奇旅,Perlimps,巴西,2022.0,81,5,70,2022-08-02 18:30:00,寰映影城（合生汇店）7号厅
缤纷动画,森林奇旅,Perlimps,巴西,2022.0,81,5,70,2022-08-21 13:00:00,保利国际影城（凯德MALL·大峡谷店）全景声激光巨幕厅
缤纷动画,关于我家的一切,No Dogs or Italians Allowed,法国/比利时/意大利/瑞士/葡萄牙,2022.0,70,5,70,2022-08-13 21:00:00,百老汇电影中心（万国城店）1号厅
缤纷动画,关于我家的一切,No Dogs or Italians Allowed,法国/比利时/意大利/瑞士/葡萄牙,2022.0,70,5,70,2022-08-14 13:00:00,卢米埃影城（长楹天街IMAX店）三号厅
缤纷动画,关于我家的一切,No Dogs or Italians Allowed,法国/比利时/意大利/瑞士/葡萄牙,2022.0,70,5,70,2022-08-17 21:10:00,北京地质礼堂一号厅
缤纷动画,关于我家的一切,No Dogs or Italians Allowed,法国/比利时/意大利/瑞士/葡萄牙,2022.0,70,5,70,2022-08-18 18:30:00,深影国际影城（学院南路店）1号厅
缤纷动画,关于我家的一切,No Dogs or Italians Allowed,法国/比利时/意大利/瑞士/葡萄牙,2022.0,70,5,70,2022-08-21 16:00:00,中间影院剧场厅
环球视野,火山挚恋,Fire of Love,美国,2022.0,97,5,60,2022-08-12 21:30:00,中国电影资料馆艺术影院1号厅
环球视野,火山挚恋,Fire of Love,美国,2022.0,97,5,60,2022-08-14 20:45:00,深影国际影城（学院南路店）1号厅
环球视野,火山挚恋,Fire of Love,美国,2022.0,97,5,60,2022-08-15 16:30:00,寰映影城（合生汇店）7号厅
环球视野,火山挚恋,Fire of Love,美国,2022.0,97,5,60,2022-08-18 18:30:00,英嘉国际影城（金源NEW CINITY店）4号厅
环球视野,火山挚恋,Fire of Love,美国,2022.0,97,5,60,2022-08-02 17:50:00,北京地质礼堂一号厅
环球视野,阿尔卡拉斯,Alcarràs,西班牙/意大利,2022.0,120,5,80,2022-08-13 18:00:00,北京剧院大剧场激光4K厅
环球视野,阿尔卡拉斯,Alcarràs,西班牙/意大利,2022.0,120,5,80,2022-08-14 15:40:00,中国电影资料馆艺术影院1号厅
环球视野,阿尔卡拉斯,Alcarràs,西班牙/意大利,2022.0,120,5,80,2022-08-15 20:10:00,北京地质礼堂一号厅
环球视野,阿尔卡拉斯,Alcarràs,西班牙/意大利,2022.0,120,5,80,2022-08-18 15:00:00,英嘉国际影城（金源NEW CINITY店）4号厅
环球视野,阿尔卡拉斯,Alcarràs,西班牙/意大利,2022.0,120,5,80,2022-08-19 18:30:00,天幕新彩云国际影城（巨幕店）巨幕厅
环球视野,鱼之子,The Fish Tale,日本,2022,139,5,80,2022-08-13 17:30:00,UME影城（华星IMAX店）2号IMAX厅
环球视野,鱼之子,The Fish Tale,日本,2022,139,5,80,2022-08-14 15:30:00,英嘉国际影城（金源NEW CINITY店）4号厅
环球视野,鱼之子,The Fish Tale,日本,2022,139,5,80,2022-08-19 15:00:00,天幕新彩云国际影城（巨幕店）巨幕厅
环球视野,鱼之子,The Fish Tale,日本,2022,139,5,80,2022-08-02 15:00:00,北京地质礼堂一号厅
环球视野,鱼之子,The Fish Tale,日本,2022,139,5,80,2022-08-21 10:00:00,中国电影资料馆艺术影院1号厅
环球视野,峠 最后的武士,The Pass: Last Days of the Samurai,日本,2022,114,5,80,2022-08-13 15:30:00,北京地质礼堂一号厅
环球视野,峠 最后的武士,The Pass: Last Days of the Samurai,日本,2022,114,5,80,2022-08-14 18:30:00,天幕新彩云国际影城（巨幕店）巨幕厅
环球视野,峠 最后的武士,The Pass: Last Days of the Samurai,日本,2022,114,5,80,2022-08-18 20:10:00,深影国际影城（学院南路店）1号厅
环球视野,峠 最后的武士,The Pass: Last Days of the Samurai,日本,2022,114,5,80,2022-08-19 15:00:00,北京剧院大剧场激光4K厅
环球视野,峠 最后的武士,The Pass: Last Days of the Samurai,日本,2022,114,5,80,2022-08-21 13:00:00,UME影城（华星IMAX店）2号IMAX厅
环球视野,洞穴营救 4K,The Rescue,美国,2021,107,5,60,2022-08-13 20:40:00,英嘉国际影城（金源NEW CINITY店）4号厅
环球视野,洞穴营救 4K,The Rescue,美国,2021,107,5,60,2022-08-15 14:00:00,寰映影城（合生汇店）7号厅
环球视野,洞穴营救 4K,The Rescue,美国,2021,107,5,60,2022-08-15 20:30:00,深影国际影城（学院南路店）1号厅
